iter,SD_s0
0,0.0
50,0.0176064527514754
100,0.01768302688026187
101,0.01964302896646806
102,0.019643077541206557
103,0.019643131859637234
104,0.019643158618119487
105,0.01964320861015596
106,0.0196432124436724
107,0.01964325658765192
108,0.019643257693712883
109,0.01964328290107541
110,0.01964329041058167
111,0.01964329812791198
112,0.01964329998780095
113,0.019643304182834324
114,0.01964332408171643
115,0.019643323553888873
116,0.019643324145960775
117,0.019643351890951944
